Filename,Very Low,Low,Medium,High,Very High,Nil,Very Low_Area,Low_Area,Medium_Area,High_Area,Very High_Area,Nil_Area
Wheat_Bangladesh_ZZ_High temperature induced pollen sterility,47475,28950,1525,0,0,300,66272910,34747420,749557.25,0,0,350168.1
Wheat_Bangladesh_ZZ_Rain and wind causing lodging,3950,0,0,0,0,74300,4804702,0,0,0,0,97315360
Wheat_Bangladesh_ZZ_Terminal heat,17150,36275,17175,7275,0,375,21505852,50774296,19796156,9613304,0,430451.75
Wheat_Bangladesh_ZZ_Untimely rainfall,16500,4600,1250,1150,2875,51875,23933360,5791995,1335028.9,1287220,3919312.2,65853144
Wheat_BarisalDIV_ZZ_Days of frost,0,0,0,0,0,2025,0,0,0,0,0,2218223.5
Wheat_BarisalDIV_ZZ_Drought,2075,0,0,0,0,0,2261428.2,0,0,0,0,0
Wheat_BarisalDIV_ZZ_High temperature induced pollen sterility,875,1150,0,0,0,0,1129268.2,1088955.2,0,0,0,0
Wheat_BarisalDIV_ZZ_Rain and wind causing lodging,1225,0,0,0,0,800,1542218.6,0,0,0,0,676004.75
Wheat_BarisalDIV_ZZ_Terminal heat,1350,675,0,0,0,0,1448176.8,770046.6,0,0,0,0
Wheat_BarisalDIV_ZZ_Untimely rainfall,675,0,0,0,0,1350,871408.5,0,0,0,0,1346815
Wheat_Bhutan_ZZ_Days of frost,575,100,175,125,1925,800,45724.582,4909.808,5104.381,6452.103,129573.445,109092.54
Wheat_Bhutan_ZZ_Drought,3700,0,0,0,0,0,300856.84,0,0,0,0,0
Wheat_Bhutan_ZZ_High temperature induced pollen sterility,0,0,0,0,0,3700,0,0,0,0,0,300856.84
Wheat_Bhutan_ZZ_Rain and wind causing lodging,0,0,0,0,0,3700,0,0,0,0,0,300856.84
Wheat_Bhutan_ZZ_Terminal heat,0,0,0,0,0,3700,0,0,0,0,0,300856.84
Wheat_Bhutan_ZZ_Untimely rainfall,725,0,0,0,0,2975,85407.31,0,0,0,0,215449.53
Wheat_ChittagongDIV_ZZ_Days of frost,0,0,0,0,0,5975,0,0,0,0,0,11344708
Wheat_ChittagongDIV_ZZ_Drought,5700,0,0,0,0,0,10842679,0,0,0,0,0
Wheat_ChittagongDIV_ZZ_High temperature induced pollen sterility,5500,475,0,0,0,0,10476278,868429.5,0,0,0,0
Wheat_ChittagongDIV_ZZ_Rain and wind causing lodging,25,0,0,0,0,5950,46693.133,0,0,0,0,11298015
Wheat_ChittagongDIV_ZZ_Terminal heat,2500,3475,0,0,0,0,5035742,6308966,0,0,0,0
Wheat_ChittagongDIV_ZZ_Untimely rainfall,3400,1375,75,0,0,1125,6693950,2406609.8,112974.33,0,0,2131174.2
Wheat_DAYKUNDI_ZZ_Days of frost,5300,450,75,0,0,2350,321758.4,28959.162,4566.8,0,0,267661.94
Wheat_DAYKUNDI_ZZ_Drought,8175,0,0,0,0,0,622946.4,0,0,0,0,0
Wheat_DAYKUNDI_ZZ_High temperature induced pollen sterility,2600,1200,1100,475,2800,0,160795.4,78405.76,68340.3,26966.814,288438.03,0
Wheat_DAYKUNDI_ZZ_Rain and wind causing lodging,0,0,0,0,0,8175,0,0,0,0,0,622946.4
Wheat_DAYKUNDI_ZZ_Terminal heat,3375,375,300,300,1725,2100,213651.14,20244.086,17314.912,17948.213,226282.14,127505.84
Wheat_DAYKUNDI_ZZ_Untimely rainfall,0,0,0,0,0,8175,0,0,0,0,0,622946.4
Wheat_DhakaDIV_ZZ_Days of frost,0,0,0,0,0,16125,0,0,0,0,0,21502068
Wheat_DhakaDIV_ZZ_Drought,13875,0,0,0,0,0,18466180,0,0,0,0,0
Wheat_DhakaDIV_ZZ_High temperature induced pollen sterility,6825,9275,0,0,0,25,9207954,12261790,0,0,0,32326.572
Wheat_DhakaDIV_ZZ_Rain and wind causing lodging,1800,0,0,0,0,14325,2264916.5,0,0,0,0,19237152
Wheat_DhakaDIV_ZZ_Terminal heat,325,10275,5250,250,0,25,320721.7,14241937,6562131,344953.6,0,32326.572
Wheat_DhakaDIV_ZZ_Untimely rainfall,7750,550,0,0,0,7825,10305951,526550.06,0,0,0,10669568
Wheat_FARAH_ZZ_Days of frost,2550,0,0,0,0,10100,145684.86,0,0,0,0,883513.9
Wheat_FARAH_ZZ_Drought,12650,0,0,0,0,0,1029198.8,0,0,0,0,0
Wheat_FARAH_ZZ_High temperature induced pollen sterility,200,800,800,650,10200,0,11159.758,50719.344,45755.18,30359.836,891204.7,0
Wheat_FARAH_ZZ_Rain and wind causing lodging,0,0,0,0,0,12650,0,0,0,0,0,1029198.8
Wheat_FARAH_ZZ_Terminal heat,1850,525,175,0,10100,0,111320.41,27521.852,6842.6045,0,883513.9,0
Wheat_FARAH_ZZ_Untimely rainfall,0,0,0,0,0,12650,0,0,0,0,0,1029198.8
Wheat_FARYAB_ZZ_Days of frost,2575,0,0,0,0,5875,285823.28,0,0,0,0,1054587.2
Wheat_FARYAB_ZZ_Drought,8450,0,0,0,0,0,1340410.5,0,0,0,0,0
Wheat_FARYAB_ZZ_High temperature induced pollen sterility,350,325,400,1025,6350,0,21905.504,28229.7,45451.65,128900.766,1115922.9,0
Wheat_FARYAB_ZZ_Rain and wind causing lodging,0,0,0,0,0,8450,0,0,0,0,0,1340410.5
Wheat_FARYAB_ZZ_Terminal heat,1475,375,125,25,6075,375,166497.48,54348.734,16919.098,2154.3057,1077076.1,23414.7
Wheat_FARYAB_ZZ_Untimely rainfall,0,0,0,0,0,8450,0,0,0,0,0,1340410.5
Wheat_GandakiDIV_ZZ_Days of frost,575,200,0,0,975,525,81115.266,28190.95,0,0,90508.38,111139.336
Wheat_GandakiDIV_ZZ_Drought,2275,0,0,0,0,0,310953.94,0,0,0,0,0
Wheat_GandakiDIV_ZZ_High temperature induced pollen sterility,0,0,0,0,0,2275,0,0,0,0,0,310953.94
Wheat_GandakiDIV_ZZ_Rain and wind causing lodging,0,0,0,0,0,2275,0,0,0,0,0,310953.94
Wheat_GandakiDIV_ZZ_Terminal heat,100,0,0,0,0,2175,20234.943,0,0,0,0,290719.03
Wheat_GandakiDIV_ZZ_Untimely rainfall,0,0,0,0,0,2275,0,0,0,0,0,310953.94
Wheat_GHAZNI_ZZ_Days of frost,12250,600,150,50,75,1775,1726798.1,55299.504,11260.692,3167.579,4473.578,106361.25
Wheat_GHAZNI_ZZ_Drought,14900,0,0,0,0,0,1907360.6,0,0,0,0,0
Wheat_GHAZNI_ZZ_High temperature induced pollen sterility,6375,2875,1425,1825,1050,1350,1113775.4,439160.2,88609.984,87398.12,67129.98,111287.04
Wheat_GHAZNI_ZZ_Rain and wind causing lodging,0,75,200,250,325,14050,0,3108.8882,12637.89,12742.247,13186.504,1865685.2
Wheat_GHAZNI_ZZ_Terminal heat,7325,500,100,0,0,6975,815525.1,42236.613,11980.19,0,0,1037618.75
Wheat_GHAZNI_ZZ_Untimely rainfall,0,0,0,0,0,14900,0,0,0,0,0,1907360.6
Wheat_GHOR_ZZ_Days of frost,975,0,0,0,0,0,36636.773,0,0,0,0,0
Wheat_GHOR_ZZ_Drought,975,0,0,0,0,0,36636.773,0,0,0,0,0
Wheat_GHOR_ZZ_High temperature induced pollen sterility,200,550,225,0,0,0,5583.4404,19206.855,11846.482,0,0,0
Wheat_GHOR_ZZ_Rain and wind causing lodging,0,0,0,0,0,975,0,0,0,0,0,36636.773
Wheat_GHOR_ZZ_Terminal heat,950,25,0,0,0,0,35554.76,1082.0142,0,0,0,0
Wheat_GHOR_ZZ_Untimely rainfall,0,0,0,0,0,975,0,0,0,0,0,36636.773
Wheat_HILMAND_ZZ_Days of frost,0,0,0,0,0,9900,0,0,0,0,0,1288484
Wheat_HILMAND_ZZ_Drought,9900,0,0,0,0,0,1288484,0,0,0,0,0
Wheat_HILMAND_ZZ_High temperature induced pollen sterility,0,0,0,0,9900,0,0,0,0,0,1288484,0
Wheat_HILMAND_ZZ_Rain and wind causing lodging,0,0,0,0,0,9900,0,0,0,0,0,1288484
Wheat_HILMAND_ZZ_Terminal heat,0,0,0,0,9900,0,0,0,0,0,1288484,0
Wheat_HILMAND_ZZ_Untimely rainfall,0,0,0,0,0,9900,0,0,0,0,0,1288484
Wheat_HIRAT_ZZ_Days of frost,75,0,0,0,0,4950,7403.363,0,0,0,0,1407129.2
Wheat_HIRAT_ZZ_Drought,5150,0,0,0,0,0,1417806.5,0,0,0,0,0
Wheat_HIRAT_ZZ_High temperature induced pollen sterility,0,0,0,0,5025,0,0,0,0,0,1414532.5,0
Wheat_HIRAT_ZZ_Rain and wind causing lodging,0,0,0,0,0,5025,0,0,0,0,0,1414532.5
Wheat_HIRAT_ZZ_Terminal heat,0,0,50,25,4950,0,0,0,4824.598,2578.765,1407129.2,0
Wheat_HIRAT_ZZ_Untimely rainfall,0,0,0,0,0,5025,0,0,0,0,0,1414532.5
Wheat_India_ZZ_Days of frost,26275,5575,4075,2900,75500,1161525,11178946,2138361.8,1613383,1142749.8,19776130,674516000
Wheat_India_ZZ_Drought,1044025,189050,825,0,0,0,584471040,103804530,304078.44,0,0,0
Wheat_India_ZZ_High temperature induced pollen sterility,585350,163825,115225,111350,62625,237475,412838460,81594020,44951150,40259588,26716048,104006290
Wheat_India_ZZ_Rain and wind causing lodging,600,0,0,0,0,1275250,1010345.94,0,0,0,0,709355200
Wheat_India_ZZ_Terminal heat,392225,209075,163775,95750,209350,205675,220488450,153055600,121848744,45847680,87552590,81572520
Wheat_India_ZZ_Untimely rainfall,102850,15325,3000,2300,6575,1145800,42552864,5222886,766089.75,594649.4,1937176.5,659291900
Wheat_JAWZJAN_ZZ_Days of frost,0,0,0,0,0,1075,0,0,0,0,0,237246.64
Wheat_JAWZJAN_ZZ_Drought,1075,0,0,0,0,0,237246.64,0,0,0,0,0
Wheat_JAWZJAN_ZZ_High temperature induced pollen sterility,0,0,0,0,1075,0,0,0,0,0,237246.64,0
Wheat_JAWZJAN_ZZ_Rain and wind causing lodging,0,0,0,0,0,1075,0,0,0,0,0,237246.64
Wheat_JAWZJAN_ZZ_Terminal heat,0,0,0,0,1075,0,0,0,0,0,237246.64,0
Wheat_JAWZJAN_ZZ_Untimely rainfall,0,0,0,0,0,1075,0,0,0,0,0,237246.64
Wheat_KABUL_ZZ_Days of frost,4875,250,50,25,50,2250,1621505.8,21059.486,3900.7024,3443.7747,2864.6624,1007156.4
Wheat_KABUL_ZZ_Drought,7350,0,0,0,0,0,2573860.5,0,0,0,0,0
Wheat_KABUL_ZZ_High temperature induced pollen sterility,3550,1225,550,525,550,1100,1040870.3,527454.25,247803.84,403476,328644.44,111681.95
Wheat_KABUL_ZZ_Rain and wind causing lodging,0,0,0,0,0,7500,0,0,0,0,0,2659931
Wheat_KABUL_ZZ_Terminal heat,2875,125,75,75,400,3950,1376849.5,78343.695,19290.666,39300.98,270052.78,876093.2
Wheat_KABUL_ZZ_Untimely rainfall,0,0,0,0,0,7500,0,0,0,0,0,2659931
Wheat_KANDAHAR_ZZ_Days of frost,150,0,0,0,0,8925,6596.978,0,0,0,0,1043390.2
Wheat_KANDAHAR_ZZ_Drought,9075,0,0,0,0,0,1049987.1,0,0,0,0,0
Wheat_KANDAHAR_ZZ_High temperature induced pollen sterility,0,50,75,75,8875,0,0,2256.4,3567.958,3399.317,1040763.5,0
Wheat_KANDAHAR_ZZ_Rain and wind causing lodging,0,0,0,0,0,9075,0,0,0,0,0,1049987.1
Wheat_KANDAHAR_ZZ_Terminal heat,225,100,125,200,8375,50,10496.377,3667.4387,3375.6934,7603.342,1022587.94,2256.4
Wheat_KANDAHAR_ZZ_Untimely rainfall,0,0,0,0,0,9075,0,0,0,0,0,1049987.1
Wheat_KAPISA_ZZ_Days of frost,625,50,50,0,25,550,217172.75,4660.9863,4999.4243,0,1081.5371,490084.62
Wheat_KAPISA_ZZ_Drought,1300,0,0,0,0,0,717999.3,0,0,0,0,0
Wheat_KAPISA_ZZ_High temperature induced pollen sterility,625,275,125,150,50,75,187512.6,140494.58,94070.734,194889.95,94950.516,6080.9614
Wheat_KAPISA_ZZ_Rain and wind causing lodging,0,0,0,0,0,1300,0,0,0,0,0,717999.3
Wheat_KAPISA_ZZ_Terminal heat,650,75,0,0,0,575,442339.06,141708.48,0,0,0,133951.77
Wheat_KAPISA_ZZ_Untimely rainfall,0,0,0,0,0,1300,0,0,0,0,0,717999.3
Wheat_KarnaliDIV_ZZ_Days of frost,0,0,0,0,1175,0,0,0,0,0,57746.188,0
Wheat_KarnaliDIV_ZZ_Drought,1175,0,0,0,0,0,57746.188,0,0,0,0,0
Wheat_KarnaliDIV_ZZ_High temperature induced pollen sterility,0,0,0,0,0,1175,0,0,0,0,0,57746.188
Wheat_KarnaliDIV_ZZ_Rain and wind causing lodging,0,0,0,0,0,1175,0,0,0,0,0,57746.188
Wheat_KarnaliDIV_ZZ_Terminal heat,0,0,0,0,0,1175,0,0,0,0,0,57746.188
Wheat_KarnaliDIV_ZZ_Untimely rainfall,25,0,50,0,0,1100,1418.3877,0,1473.9231,0,0,54853.875
Wheat_KHOST_ZZ_Days of frost,1000,0,0,0,75,1675,299334.06,0,0,0,10569.574,947520
Wheat_KHOST_ZZ_Drought,2350,0,0,0,0,0,1136527.1,0,0,0,0,0
Wheat_KHOST_ZZ_High temperature induced pollen sterility,775,75,50,250,1350,250,249814.03,20073.238,11626.877,93155.98,835850,46903.516
Wheat_KHOST_ZZ_Rain and wind causing lodging,0,0,0,0,0,2750,0,0,0,0,0,1257423.8
Wheat_KHOST_ZZ_Terminal heat,775,675,200,0,0,1100,383699.47,477664,79269.445,0,0,316790.78
Wheat_KHOST_ZZ_Untimely rainfall,1300,50,0,0,0,1400,765568.5,21417.959,0,0,0,470437.2
Wheat_KhulnaDIV_ZZ_Days of frost,0,0,0,0,0,15900,0,0,0,0,0,16645862
Wheat_KhulnaDIV_ZZ_Drought,16300,0,0,0,0,0,16612790,0,0,0,0,0
Wheat_KhulnaDIV_ZZ_High temperature induced pollen sterility,825,13550,1525,0,0,0,782141.75,15114163,749557.25,0,0,0
Wheat_KhulnaDIV_ZZ_Rain and wind causing lodging,775,0,0,0,0,15125,778375,0,0,0,0,15867488
Wheat_KhulnaDIV_ZZ_Terminal heat,1075,2375,6650,5800,0,0,68331.766,1587656.8,7293852,7696022,0,0
Wheat_KhulnaDIV_ZZ_Untimely rainfall,200,0,0,0,0,15700,287219.75,0,0,0,0,16358643
Wheat_KoshiDIV_ZZ_Days of frost,450,100,100,100,275,2700,63785.703,18493.37,16661.732,19239.303,32164.902,1965531
Wheat_KoshiDIV_ZZ_Drought,3725,0,0,0,0,0,2115876,0,0,0,0,0
Wheat_KoshiDIV_ZZ_High temperature induced pollen sterility,375,0,0,0,0,3350,258544.88,0,0,0,0,1857331.2
Wheat_KoshiDIV_ZZ_Rain and wind causing lodging,0,0,0,0,0,3725,0,0,0,0,0,2115876
Wheat_KoshiDIV_ZZ_Terminal heat,2250,75,0,0,0,1400,1758413.2,72443.69,0,0,0,285019.2
Wheat_KoshiDIV_ZZ_Untimely rainfall,0,0,0,0,0,3725,0,0,0,0,0,2115876
Wheat_KUNAR_ZZ_Days of frost,525,50,0,0,125,3150,59438.125,5986.2256,0,0,15247.391,837197.4
Wheat_KUNAR_ZZ_Drought,3750,0,0,0,0,0,896295.7,0,0,0,0,0
Wheat_KUNAR_ZZ_High temperature induced pollen sterility,825,300,250,500,1675,300,105810.09,60232.066,43700.453,73720.31,599770.25,34635.9
Wheat_KUNAR_ZZ_Rain and wind causing lodging,0,0,0,0,0,3850,0,0,0,0,0,917869.06
Wheat_KUNAR_ZZ_Terminal heat,1050,250,150,200,900,1300,167455.81,53018.195,74691.92,61057.68,375011.9,186633.62
Wheat_KUNAR_ZZ_Untimely rainfall,325,100,50,0,0,3375,58420.664,6846.2,10426.881,0,0,842175.4
Wheat_KUNDUZ_ZZ_Days of frost,100,0,0,0,0,3075,9111.44,0,0,0,0,941383.4
Wheat_KUNDUZ_ZZ_Drought,3475,0,0,0,0,0,1011008.2,0,0,0,0,0
Wheat_KUNDUZ_ZZ_High temperature induced pollen sterility,0,0,25,75,3075,0,0,0,2242.823,7592.506,940659.44,0
Wheat_KUNDUZ_ZZ_Rain and wind causing lodging,25,0,0,0,0,3150,6101.747,0,0,0,0,944393
Wheat_KUNDUZ_ZZ_Terminal heat,75,75,150,100,2775,0,7495.407,8378.687,16054.058,11816.071,906750.56,0
Wheat_KUNDUZ_ZZ_Untimely rainfall,0,0,0,0,0,3175,0,0,0,0,0,950494.7
Wheat_LAGHMAN_ZZ_Days of frost,225,50,0,0,0,1150,14987.943,1131.6238,0,0,0,707456.56
Wheat_LAGHMAN_ZZ_Drought,1025,0,0,0,0,0,481430.25,0,0,0,0,0
Wheat_LAGHMAN_ZZ_High temperature induced pollen sterility,275,50,125,125,825,25,25511.117,16879.887,31597.875,68889.79,576382.6,4314.7534
Wheat_LAGHMAN_ZZ_Rain and wind causing lodging,0,0,0,0,0,1425,0,0,0,0,0,723576
Wheat_LAGHMAN_ZZ_Terminal heat,225,100,100,100,650,250,74853.85,49846.96,67685,49446.234,466720.22,15023.734
Wheat_LAGHMAN_ZZ_Untimely rainfall,0,0,0,0,0,1425,0,0,0,0,0,723576
Wheat_LOGAR_ZZ_Days of frost,1025,0,0,0,0,325,412020.1,0,0,0,0,149915.73
Wheat_LOGAR_ZZ_Drought,1325,0,0,0,0,0,549554.6,0,0,0,0,0
Wheat_LOGAR_ZZ_High temperature induced pollen sterility,675,325,150,100,0,100,225870.25,199197.72,71269.42,54681.477,0,10916.993
Wheat_LOGAR_ZZ_Rain and wind causing lodging,0,0,0,0,0,1350,0,0,0,0,0,561935.8
Wheat_LOGAR_ZZ_Terminal heat,500,50,25,0,0,775,235574.38,29032.12,12932.5625,0,0,284396.75
Wheat_LOGAR_ZZ_Untimely rainfall,0,0,0,0,0,1350,0,0,0,0,0,561935.8
Wheat_LumbiniDIV_ZZ_Days of frost,0,0,0,0,0,3600,0,0,0,0,0,2053212.8
Wheat_LumbiniDIV_ZZ_Drought,3325,275,0,0,0,0,1971117.5,82095.16,0,0,0,0
Wheat_LumbiniDIV_ZZ_High temperature induced pollen sterility,2250,0,0,0,0,1350,1204063.1,0,0,0,0,849149.5
Wheat_LumbiniDIV_ZZ_Rain and wind causing lodging,0,0,0,0,0,3600,0,0,0,0,0,2053212.8
Wheat_LumbiniDIV_ZZ_Terminal heat,3475,25,0,0,0,100,2020292,22900.62,0,0,0,10019.969
Wheat_LumbiniDIV_ZZ_Untimely rainfall,0,0,0,0,0,3600,0,0,0,0,0,2053212.8
Wheat_MadheshDIV_ZZ_Days of frost,0,0,0,0,0,7600,0,0,0,0,0,6114722
Wheat_MadheshDIV_ZZ_Drought,7600,0,0,0,0,0,6114722,0,0,0,0,0
Wheat_MadheshDIV_ZZ_High temperature induced pollen sterility,0,0,0,0,0,7600,0,0,0,0,0,6114722
Wheat_MadheshDIV_ZZ_Rain and wind causing lodging,0,0,0,0,0,7600,0,0,0,0,0,6114722
Wheat_MadheshDIV_ZZ_Terminal heat,6650,0,0,0,0,950,6003396,0,0,0,0,111325.54
Wheat_MadheshDIV_ZZ_Untimely rainfall,0,0,0,0,0,7600,0,0,0,0,0,6114722
Wheat_Maldives_ZZ_Days of frost,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_Maldives_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_Maldives_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_Maldives_ZZ_Rain and wind causing lodging,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_Maldives_ZZ_Terminal heat,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_Maldives_ZZ_Untimely rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_MALE ECONOMIC_ZZ_Days of frost,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_MALE ECONOMIC_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_MALE ECONOMIC_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_MALE ECONOMIC_ZZ_Rain and wind causing lodging,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_MALE ECONOMIC_ZZ_Terminal heat,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_MALE ECONOMIC_ZZ_Untimely rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_MymensinghDIV_ZZ_Days of frost,0,0,0,0,0,8925,0,0,0,0,0,12765349
Wheat_MymensinghDIV_ZZ_Drought,8275,0,0,0,0,0,11792246,0,0,0,0,0
Wheat_MymensinghDIV_ZZ_High temperature induced pollen sterility,8925,0,0,0,0,0,12765349,0,0,0,0,0
Wheat_MymensinghDIV_ZZ_Rain and wind causing lodging,100,0,0,0,0,8825,142230.88,0,0,0,0,12623118
Wheat_MymensinghDIV_ZZ_Terminal heat,3775,5150,0,0,0,0,4727832.5,8037516.5,0,0,0,0
Wheat_MymensinghDIV_ZZ_Untimely rainfall,3250,700,0,0,0,4975,4440173.5,750444.7,0,0,0,7574730.5
Wheat_NANGARHAR_ZZ_Days of frost,175,0,0,0,75,2975,14215.346,0,0,0,10086.159,1260102.9
Wheat_NANGARHAR_ZZ_Drought,2675,0,0,0,0,0,1181168.2,0,0,0,0,0
Wheat_NANGARHAR_ZZ_High temperature induced pollen sterility,275,200,175,300,2125,150,31808.576,42353.46,40223.324,108056.555,1046123,15839.453
Wheat_NANGARHAR_ZZ_Rain and wind causing lodging,0,0,0,0,0,3225,0,0,0,0,0,1284404.4
Wheat_NANGARHAR_ZZ_Terminal heat,500,200,200,100,1825,400,113008.03,91071.695,67337.36,49955.727,919447.75,43583.76
Wheat_NANGARHAR_ZZ_Untimely rainfall,50,0,50,0,0,3125,3863.5825,0,3751.2795,0,0,1276789.6
Wheat_Nepal_ZZ_Days of frost,1625,400,200,150,2800,17800,366688.88,76419.89,47766.28,30083.523,217135.14,12163052
Wheat_Nepal_ZZ_Drought,22400,575,0,0,0,0,12587299,313846.16,0,0,0,0
Wheat_Nepal_ZZ_High temperature induced pollen sterility,4850,0,0,0,0,18125,2953827.5,0,0,0,0,9947319
Wheat_Nepal_ZZ_Rain and wind causing lodging,0,0,0,0,0,22975,0,0,0,0,0,12901146
Wheat_Nepal_ZZ_Terminal heat,15075,100,0,0,0,7800,11604248,95344.3,0,0,0,1201554
Wheat_Nepal_ZZ_Untimely rainfall,150,0,50,0,0,22775,26984.732,0,1473.9231,0,0,12872688
Wheat_NIMROZ_ZZ_Days of frost,0,0,0,0,0,100,0,0,0,0,0,28901.629
Wheat_NIMROZ_ZZ_Drought,100,0,0,0,0,0,28901.629,0,0,0,0,0
Wheat_NIMROZ_ZZ_High temperature induced pollen sterility,0,0,0,0,100,0,0,0,0,0,28901.629,0
Wheat_NIMROZ_ZZ_Rain and wind causing lodging,0,0,0,0,0,100,0,0,0,0,0,28901.629
Wheat_NIMROZ_ZZ_Terminal heat,0,0,0,0,100,0,0,0,0,0,28901.629,0
Wheat_NIMROZ_ZZ_Untimely rainfall,0,0,0,0,0,100,0,0,0,0,0,28901.629
Wheat_NORTH CENTRAL_ZZ_Days of frost,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH CENTRAL_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH CENTRAL_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH CENTRAL_ZZ_Rain and wind causing lodging,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH CENTRAL_ZZ_Terminal heat,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH CENTRAL_ZZ_Untimely rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH_ZZ_Days of frost,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH_ZZ_Rain and wind causing lodging,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH_ZZ_Terminal heat,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_NORTH_ZZ_Untimely rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Wheat_Pakistan_ZZ_Days of frost,28825,3675,2250,1950,34750,204750,15689792,2473275.5,1373241.5,822433.4,11432213,127281470
Wheat_Pakistan_ZZ_Drought,205800,62900,175,0,0,0,126224700,26503978,58419.28,0,0,0
Wheat_Pakistan_ZZ_High temperature induced pollen sterility,92525,125,50,100,100,183300,44360224,21142.209,308.35468,4903.9346,23916.965,114661940
Wheat_Pakistan_ZZ_Rain and wind causing lodging,0,0,0,0,0,276200,0,0,0,0,0,159072430
Wheat_Pakistan_ZZ_Terminal heat,126700,14300,18100,25,75,117000,73486470,7244565,7966784,605.0119,24346.748,70349650
Wheat_Pakistan_ZZ_Untimely rainfall,15525,2975,600,300,600,256200,11988444,2619658.5,381865.75,122327.53,329482.94,143630640
Wheat_PAKTIKA_ZZ_Days of frost,450,0,0,0,0,200,45104.965,0,0,0,0,9096.225
Wheat_PAKTIKA_ZZ_Drought,650,0,0,0,0,0,54201.19,0,0,0,0,0
Wheat_PAKTIKA_ZZ_High temperature induced pollen sterility,275,325,0,50,0,0,26793.855,27326.727,0,80.608765,0,0
Wheat_PAKTIKA_ZZ_Rain and wind causing lodging,0,25,0,0,0,625,0,1234.6895,0,0,0,52966.504
Wheat_PAKTIKA_ZZ_Terminal heat,450,0,0,0,0,200,36050.684,0,0,0,0,18150.506
Wheat_PAKTIKA_ZZ_Untimely rainfall,50,0,0,0,0,600,2467.8313,0,0,0,0,51733.36
Wheat_PAKTYA_ZZ_Days of frost,25,0,0,0,0,100,3321.406,0,0,0,0,39325.18
Wheat_PAKTYA_ZZ_Drought,125,0,0,0,0,0,42646.586,0,0,0,0,0
Wheat_PAKTYA_ZZ_High temperature induced pollen sterility,75,25,0,0,0,25,31946.992,7378.189,0,0,0,3321.406
Wheat_PAKTYA_ZZ_Rain and wind causing lodging,0,0,0,0,0,125,0,0,0,0,0,42646.586
Wheat_PAKTYA_ZZ_Terminal heat,0,0,0,0,0,125,0,0,0,0,0,42646.586
Wheat_PAKTYA_ZZ_Untimely rainfall,0,0,0,0,0,125,0,0,0,0,0,42646.586
Wheat_RajshahiDIV_ZZ_Days of frost,0,0,0,0,0,10900,0,0,0,0,0,13975991
Wheat_RajshahiDIV_ZZ_Drought,10550,0,0,0,0,0,13543553,0,0,0,0,0
Wheat_RajshahiDIV_ZZ_High temperature induced pollen sterility,6375,4525,0,0,0,0,8561348,5414643,0,0,0,0
Wheat_RajshahiDIV_ZZ_Rain and wind causing lodging,25,0,0,0,0,10875,30266.953,0,0,0,0,13945724
Wheat_RajshahiDIV_ZZ_Terminal heat,0,5500,4175,1225,0,0,0,7716787,4686876,1572328.1,0,0
Wheat_RajshahiDIV_ZZ_Untimely rainfall,0,0,0,0,0,10900,0,0,0,0,0,13975991
Wheat_RangpurDIV_ZZ_Days of frost,0,0,0,0,0,11025,0,0,0,0,0,14902801
Wheat_RangpurDIV_ZZ_Drought,11025,0,0,0,0,0,14902801,0,0,0,0,0
Wheat_RangpurDIV_ZZ_High temperature induced pollen sterility,11025,0,0,0,0,0,14902801,0,0,0,0,0
Wheat_RangpurDIV_ZZ_Rain and wind causing lodging,0,0,0,0,0,11025,0,0,0,0,0,14902801
Wheat_RangpurDIV_ZZ_Terminal heat,2200,7725,1100,0,0,0,3012235.5,10637267,1253298.5,0,0,0
Wheat_RangpurDIV_ZZ_Untimely rainfall,1025,0,0,0,0,10000,1130329.9,0,0,0,0,13772470
